Word	Count
gun,violence	36
gun,students	13
students,parkland	12
march,today	8
students,violence	7
people,trump	6
gun,people	5
people,guns	5
people,violence	4
neveragain,today	4
gun,march	4
gun,guns	4
neveragain,trump	4
students,neveragain	3
people,today	3
students,march	2
neveragain,march	2
students,today	2
gun,today	2
march,violence	2
violence,today	2
march,parkland	1
people,parkland	1
neveragain,parkland	1
gun,neveragain	1
march,trump	1
people,march	1
neveragain,guns	1
today,parkland	1
